,objectid,shape_leng,shape_area,zone,locationid,borough,longitude,latitude
190,190,0.07432946608,0.00027087367,Prospect Park,190,Brooklyn,-73.97059249049988,40.66064320699987
191,191,0.13093263766,0.0006884606,Queens Village,191,Queens,-73.74201715508471,40.71396095599991
192,209,0.03069531135,3.887034e-05,Seaport,209,Manhattan,-74.00412857927198,40.708475355352554
193,192,0.11196461971,0.00037380802,Queensboro Hill,192,Queens,-73.81520176599994,40.74442868499992
194,193,0.06552995848,0.00014559166,Queensbridge/Ravenswood,193,Queens,-73.94239428004576,40.76179195054662
195,196,0.08324211063,0.00019747133,Rego Park,196,Queens,-73.8656740964999,40.723703407999864
196,210,0.11485198337,0.00045315513,Sheepshead Bay,210,Brooklyn,-73.93920262732865,40.593771838499904
197,194,0.08179383535,0.0002734817,Randalls Island,194,Manhattan,-73.92492725014543,40.791459421382214
198,197,0.10856853223,0.00050468916,Richmond Hill,197,Queens,-73.83005530899993,40.69267955149989
199,211,0.02523450821,3.97292e-05,SoHo,211,Manhattan,-74.00108181249989,40.72371646899991
200,195,0.13130824407,0.00080165195,Red Hook,195,Brooklyn,-74.00928542932331,40.67546267314576
201,203,0.18993781587,0.00061512986,Rosedale,203,Queens,-73.7445592960488,40.659261826217346
202,198,0.13409424276,0.00049980988,Ridgewood,198,Queens,-73.90082572749989,40.704617716999934
203,199,0.07780850052,0.00028874755,Rikers Island,199,Bronx,-73.88180428793487,40.792053575806854
204,200,0.11266173543,0.00074464317,Riverdale/North Riverdale/Fieldston,200,Bronx,-73.908472139443,40.90007877400124
205,208,0.21472100958,0.00202032599,Schuylerville/Edgewater Park,208,Bronx,-73.8161966690266,40.824667529157395
206,201,0.13040411769,0.00061935075,Rockaway Park,201,Queens,-73.84103664949998,40.57741959483935
207,202,0.06992157126,0.0001061754,Roosevelt Island,202,Manhattan,-73.95080978375194,40.76118030360056
208,204,0.10191241831,0.00064138427,Rossville/Woodrow,204,Staten Island,-74.20652965749998,40.5407672819999
209,205,0.14195338833,0.00076621651,Saint Albans,205,Queens,-73.7634295554999,40.691703479999916
210,206,0.21275679339,0.00094439251,Saint George/New Brighton,206,Staten Island,-74.1006466997697,40.6359899883867
211,207,0.02837568315,4.472308e-05,Saint Michaels Cemetery/Woodside,207,Queens,-73.8985326074999,40.763524916999884
212,212,0.06712906534,0.00016127619,Soundview/Bruckner,212,Bronx,-73.87040107549993,40.82828955699988
213,213,0.15995878382,0.00090407791,Soundview/Castle Hill,213,Bronx,-73.86026226949987,40.81671230470968
214,215,0.10355645363,0.00039564702,South Jamaica,215,Queens,-73.7922947889999,40.694193820999885
215,216,0.11679755468,0.00081607665,South Ozone Park,216,Queens,-73.82063046149987,40.67721002549988
216,214,0.13530031425,0.00081197652,South Beach/Dongan Hills,214,Staten Island,-74.08480889610621,40.58661701101048
217,218,0.0837008281,0.00028129374,Springfield Gardens North,218,Queens,-73.77288619349994,40.67346860149992
218,219,0.15512666967,0.00042817634,Springfield Gardens South,219,Queens,-73.77029838599998,40.66028271149989
219,224,0.04402044628,9.84787e-05,Stuy Town/Peter Cooper Village,224,Manhattan,-73.97698123604246,40.73170970499915
220,220,0.10601594327,0.00031303574,Spuyten Duyvil/Kingsbridge,220,Bronx,-73.91075937043254,40.88184231299989
221,225,0.08879920733,0.0003108354,Stuyvesant Heights,225,Brooklyn,-73.93012533599992,40.68871262399989
222,226,0.16895776204,0.00076194415,Sunnyside,226,Queens,-73.92653501382505,40.73524211703051
223,221,0.16621822085,0.00089011157,Stapleton,221,Staten Island,-74.07235480045114,40.62023083199988
224,222,0.0483893528,0.00013026834,Starrett City,222,Brooklyn,-73.88291614149992,40.64671541367663
225,223,0.16602192528,0.0007643607,Steinway,223,Queens,-73.90584402349992,40.7784018458909
226,227,0.08283015708,0.00026831653,Sunset Park East,227,Brooklyn,-74.00294706299992,40.64153459799992
227,228,0.17768517771,0.00099341478,Sunset Park West,228,Brooklyn,-74.00995813949477,40.65359280049992
228,229,0.04252529001,9.470582e-05,Sutton Place/Turtle Bay North,229,Manhattan,-73.96499747655662,40.75657363039551
229,230,0.03102830968,5.609145e-05,Times Sq/Theatre District,230,Manhattan,-73.98419627399991,40.75981693399994
230,231,0.06342011656,0.00016692975,TriBeCa/Civic Center,231,Manhattan,-74.00726426169042,40.718576348499894
231,232,0.06147090853,0.00021604997,Two Bridges/Seward Park,232,Manhattan,-73.98302108862248,40.71529991058123
232,233,0.04803591829,0.00011618809,UN/Turtle Bay South,233,Manhattan,-73.96997990593074,40.749123894014915
233,234,0.0360721995,7.310544e-05,Union Sq,234,Manhattan,-73.99045739599995,40.740236713999906
234,235,0.07616684265,0.00021284455,University Heights/Morris Heights,235,Bronx,-73.9163829039341,40.85370968599988
235,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.95700953199992,40.78043963049991
236,237,0.04221260034,9.598732e-05,Upper East Side South,237,Manhattan,-73.96563511049996,40.76861400849991
237,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.97303122261616,40.79178324542306
238,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.97873159717165,40.78402456323369
239,240,0.14606976438,0.00072213092,Van Cortlandt Park,240,Bronx,-73.88054258199983,40.89477328696154
240,241,0.06876457776,0.00025467698,Van Cortlandt Village,241,Bronx,-73.89587824299987,40.87601205349995
241,242,0.13813644643,0.00036007245,Van Nest/Morris Park,242,Bronx,-73.8510353014999,40.849633430499914
242,245,0.09598305966,0.00046617541,West Brighton,245,Staten Island,-74.10069559899995,40.628387064999906
243,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.9357980222621,40.85863655093577
244,253,0.03605149982,7.833958e-05,Willets Point,253,Queens,-73.84175020507487,40.76039128611461
245,244,0.08056860446,0.00035970275,Washington Heights South,244,Manhattan,-73.9407743822414,40.8411944354999
246,257,0.05866902598,0.00013890947,Windsor Terrace,257,Brooklyn,-73.97963624499985,40.653477355499916
247,246,0.06946719374,0.00028129833,West Chelsea/Hudson Yards,246,Manhattan,-74.0038113169179,40.75241161267808
248,258,0.08901337877,0.00036620962,Woodhaven,258,Queens,-73.85494030049989,40.689977295999924
249,247,0.09296785823,0.00020561716,West Concourse,247,Bronx,-73.92250501292031,40.82918287949994
250,248,0.05691911677,0.00014959277,West Farms/Bronx River,248,Bronx,-73.87330604599998,40.834681044499945
251,249,0.03638434365,7.22156e-05,West Village,249,Manhattan,-74.00196507349993,40.734610604999915
252,263,0.0370166253,6.576977e-05,Yorkville West,263,Manhattan,-73.95100837249984,40.778766265999934
253,250,0.07962634655,0.00024097585,Westchester Village/Unionport,250,Bronx,-73.84985149349994,40.83261283899986
254,251,0.1377111611,0.00062575498,Westerleigh,251,Staten Island,-74.12365656199992,40.619568782999906
255,252,0.15800437356,0.00102526406,Whitestone,252,Queens,-73.81569915799989,40.78831078990949
256,254,0.08588637549,0.00036004022,Williamsbridge/Olinville,254,Bronx,-73.85823380549994,40.88331035549993
257,255,0.06238419977,0.00017230918,Williamsburg (North Side),255,Brooklyn,-73.95728866733344,40.7187929634527
258,256,0.06791496696,0.0001686111,Williamsburg (South Side),256,Brooklyn,-73.95933243361253,40.71097846301373
